Weight_kg,Horsepower,Cylinders,Fuel_Type,Road_Type,Age_years,Mileage_km_per_l
1375,241,5,Diesel,Highway,20,13.26
1204,200,5,Petrol,City,19,12
1569,158,6,Diesel,City,10,13.4
2225,204,6,Diesel,Highway,9,14.56
1621,162,5,Diesel,City,17,12.42
1017,66,5,Petrol,Highway,15,14.04
714,225,6,Diesel,Highway,2,17.38
1216,198,5,Diesel,Highway,17,14.94
1819,227,3,Petrol,Highway,7,12
1425,217,3,Petrol,City,16,12
2124,175,6,Diesel,Highway,17,14.01
2249,52,3,Diesel,Highway,1,20.44
2116,66,4,Diesel,Highway,22,15.79
1698,238,5,Petrol,Highway,22,12
1012,99,4,Petrol,City,16,12
1999,171,4,Petrol,Highway,21,12
2043,139,4,Petrol,City,4,12
1328,136,3,Petrol,City,16,12
1900,55,5,Diesel,Highway,24,15.68
1620,205,5,Diesel,City,3,13.6
1360,249,6,Petrol,Highway,1,12
1275,104,4,Diesel,Highway,17,17.27
2017,235,3,Petrol,Highway,5,12
2492,222,4,Diesel,City,3,12.38
1056,249,4,Diesel,Highway,19,13.84
1519,196,5,Petrol,City,11,12
791,151,6,Petrol,Highway,15,12.56
1338,78,3,Diesel,Highway,2,21.3
2312,200,5,Diesel,Highway,25,12.16
1722,160,4,Diesel,City,22,12
2171,209,5,Diesel,Highway,7,15.08
1577,59,4,Petrol,City,18,12
1608,140,3,Diesel,Highway,1,19.32
695,226,5,Petrol,City,8,12
2287,242,5,Diesel,Highway,16,12.77
1262,78,5,Petrol,Highway,15,13.53
1813,236,5,Petrol,City,4,12
2359,94,5,Petrol,Highway,13,12.25
636,244,3,Diesel,Highway,25,13.59
2403,100,6,Diesel,Highway,12,16.07
1992,150,3,Petrol,City,9,12
2318,177,5,Diesel,City,13,12
2148,60,4,Petrol,City,11,12
878,131,4,Petrol,City,12,12
816,177,5,Petrol,Highway,4,13.85
1466,55,6,Petrol,Highway,3,15.37
1472,116,5,Petrol,City,5,12
2421,111,3,Diesel,Highway,6,17.68
1896,182,6,Petrol,City,4,12
661,186,6,Diesel,Highway,1,18.74
1195,77,3,Diesel,City,23,13.86
1328,87,6,Diesel,City,5,15.93
1965,92,5,Petrol,City,2,12
996,166,5,Diesel,Highway,14,16.55
1298,198,4,Diesel,City,11,13.19
1642,239,3,Diesel,City,9,12.44
776,95,6,Diesel,Highway,8,19.61
2235,247,6,Petrol,Highway,7,12
995,215,6,Diesel,Highway,15,14.95
1044,98,5,Diesel,City,9,15.66
1856,88,3,Petrol,Highway,10,13.82
675,120,5,Diesel,City,18,14.14
864,176,6,Diesel,Highway,19,15.3
1054,207,5,Diesel,City,25,12
2419,198,6,Diesel,City,22,12
1317,50,6,Diesel,City,2,17.25
1334,209,5,Petrol,Highway,22,12
2007,185,6,Diesel,City,14,12
2187,118,5,Diesel,City,21,12
1450,79,4,Petrol,City,10,12
2129,164,5,Diesel,Highway,5,16.55
1990,57,4,Diesel,Highway,5,19.68
743,162,4,Diesel,Highway,2,19.69
1484,68,5,Petrol,City,22,12
1692,108,3,Diesel,City,13,14.38
1722,232,3,Diesel,Highway,7,15.63
995,207,5,Diesel,City,25,12
1648,128,5,Diesel,Highway,21,15.15
1547,85,6,Diesel,Highway,15,17.16
1490,104,6,Petrol,Highway,21,12
2092,93,5,Diesel,Highway,15,16.4
2107,204,3,Petrol,Highway,25,12
2188,126,6,Diesel,Highway,6,16.92
1774,127,6,Diesel,Highway,7,17.38
1767,150,3,Diesel,City,4,14.86
1168,231,5,Petrol,City,4,12
1662,225,3,Petrol,Highway,1,12.69
708,79,4,Diesel,City,11,16.41
2316,88,6,Diesel,Highway,5,17.77
1665,62,6,Petrol,City,2,12.35
1809,171,6,Petrol,Highway,5,12.46
1534,193,3,Petrol,City,5,12
997,221,3,Diesel,Highway,20,14.6
1846,248,5,Petrol,City,13,12
1233,161,6,Petrol,Highway,12,12.34
1756,204,4,Petrol,Highway,10,12
1786,94,5,Petrol,City,13,12
1838,168,3,Diesel,Highway,9,16.7
1332,84,4,Petrol,Highway,5,15.14
834,205,5,Petrol,Highway,6,12.97
2466,56,3,Diesel,City,17,13.64
1257,239,4,Petrol,City,5,12
1350,159,5,Diesel,City,25,12
1187,163,4,Petrol,City,11,12
1632,100,3,Diesel,City,6,15.79
1697,95,5,Petrol,Highway,9,13.62
1553,69,3,Diesel,Highway,12,18.98
1091,145,6,Diesel,City,4,15.19
1512,87,6,Diesel,City,18,13.53
1876,238,4,Diesel,City,15,12
1853,153,6,Diesel,Highway,25,13.41
2142,81,3,Diesel,Highway,4,19.3
1797,203,4,Petrol,City,14,12
2276,107,5,Diesel,City,18,12.46
1791,216,3,Diesel,City,17,12
769,197,5,Diesel,Highway,2,18.36
2016,131,5,Diesel,City,21,12
1545,99,5,Petrol,City,19,12
1394,101,5,Diesel,Highway,22,15.88
1233,135,3,Petrol,City,14,12
1817,164,6,Diesel,City,4,13.85
2140,199,3,Petrol,City,2,12
628,102,6,Petrol,Highway,13,13.95
1788,115,5,Petrol,Highway,7,13.44
2045,166,6,Diesel,Highway,22,13.44
938,92,5,Petrol,Highway,8,14.79
2271,131,4,Diesel,City,10,13.44
2119,200,5,Diesel,Highway,21,13.05
1988,113,6,Diesel,Highway,3,18.11
2456,186,4,Petrol,Highway,4,12
1965,162,4,Petrol,Highway,21,12
1099,184,5,Diesel,City,21,12
2280,218,3,Petrol,Highway,6,12
1110,103,6,Diesel,Highway,25,15.37
1950,114,4,Petrol,Highway,20,12
816,51,3,Diesel,Highway,7,21.89
1924,181,5,Diesel,Highway,7,16.11
1755,127,5,Petrol,City,22,12
2427,81,5,Petrol,Highway,17,12
1693,149,5,Diesel,Highway,25,13.91
1875,179,6,Petrol,City,6,12
2038,153,4,Petrol,Highway,19,12
2410,241,6,Petrol,City,18,12
1044,191,4,Petrol,City,12,12
1475,197,3,Petrol,City,19,12
1805,138,3,Diesel,City,11,13.97
766,98,4,Petrol,City,17,12
690,185,5,Petrol,City,3,12
1313,240,3,Petrol,Highway,15,12
2481,223,6,Petrol,City,5,12
2154,198,4,Diesel,Highway,4,16.1
638,136,3,Petrol,City,1,12.95
1749,209,4,Diesel,Highway,21,13.53
2074,57,5,Petrol,City,3,12.03
772,150,4,Diesel,Highway,10,18.35
1252,65,3,Petrol,City,13,12
1353,89,4,Petrol,Highway,7,14.7
1843,155,3,Petrol,Highway,14,12.06
2261,76,3,Petrol,Highway,13,13.05
1681,153,3,Diesel,City,24,12
2283,154,6,Petrol,Highway,21,12
1075,195,5,Diesel,City,24,12
1055,84,5,Diesel,Highway,22,16.73
1428,162,4,Petrol,City,22,12
1494,101,4,Diesel,City,5,15.89
1984,192,3,Diesel,Highway,11,15.54
1624,240,5,Petrol,Highway,22,12
986,102,4,Petrol,City,14,12
947,140,4,Petrol,City,1,12.35
789,130,5,Petrol,City,24,12
1104,153,3,Petrol,Highway,5,14.27
1814,115,4,Petrol,Highway,24,12
2131,162,3,Petrol,Highway,3,13.1
1992,80,5,Diesel,Highway,22,15.45
2032,110,5,Diesel,Highway,1,18.77
1423,241,4,Petrol,Highway,17,12
1528,150,4,Diesel,Highway,20,15.27
1533,154,5,Diesel,City,12,13.42
1740,147,3,Diesel,City,13,13.56
733,83,3,Petrol,Highway,6,16.04
657,232,6,Diesel,Highway,3,17.09
2179,108,5,Petrol,Highway,11,12.52
1284,52,4,Diesel,City,11,16.16
1271,66,5,Petrol,City,21,12
772,127,4,Diesel,Highway,10,18.95
2452,95,3,Diesel,City,11,13.92
1414,215,4,Petrol,Highway,16,12
1772,84,6,Diesel,City,20,12.94
679,178,3,Petrol,Highway,10,13.52
1485,161,6,Petrol,City,12,12
1836,206,5,Petrol,Highway,19,12
802,181,4,Diesel,City,9,14.44
1363,110,3,Diesel,City,4,16.3
1852,146,4,Petrol,Highway,15,12
2299,194,6,Petrol,Highway,23,12
1850,205,3,Petrol,Highway,21,12
2282,227,6,Diesel,City,7,12
2155,139,3,Diesel,Highway,5,17.64
2064,185,5,Petrol,Highway,19,12
2025,211,5,Diesel,Highway,22,12.78
646,108,4,Diesel,Highway,25,16.38
1856,67,6,Petrol,City,15,12
1928,144,6,Petrol,Highway,6,12.68
2149,236,3,Diesel,Highway,20,12.83
1766,204,5,Petrol,City,15,12
2038,65,4,Petrol,Highway,17,12.71
2136,59,5,Diesel,Highway,19,16.26
1996,153,6,Petrol,Highway,3,12.84
2189,125,4,Petrol,Highway,18,12
1882,199,5,Diesel,Highway,10,15.23
1255,65,5,Petrol,Highway,15,13.77
1070,61,3,Diesel,Highway,18,18.65
1570,124,3,Petrol,City,24,12
1635,228,6,Diesel,City,15,12
1953,178,5,Diesel,Highway,24,13.19
1335,76,3,Petrol,Highway,19,13.24
1383,244,5,Petrol,City,20,12
1567,61,4,Petrol,Highway,5,15.27
957,79,5,Diesel,City,11,15.82
1571,58,5,Diesel,City,9,15.74
2031,102,6,Petrol,Highway,5,13.45
1267,238,4,Petrol,City,11,12
972,103,4,Diesel,City,22,13.63
1631,214,3,Petrol,Highway,7,12.16
1745,242,4,Diesel,Highway,2,15.93
1971,219,6,Petrol,Highway,20,12
1275,98,3,Petrol,Highway,22,12.46
689,53,5,Petrol,Highway,20,13.81
2271,241,4,Diesel,Highway,21,12.24
1297,128,5,Petrol,Highway,19,12.02
1939,228,3,Diesel,Highway,18,13.59
1801,140,4,Diesel,Highway,16,15.86
1139,249,3,Petrol,Highway,1,12.79
1331,237,3,Petrol,Highway,3,12.56
1468,128,4,Diesel,City,9,14.71
640,208,4,Petrol,City,17,12
1339,152,3,Petrol,City,8,12
2327,160,6,Diesel,Highway,21,13.37
1101,249,4,Petrol,Highway,16,12
1558,107,3,Diesel,City,12,14.74
1768,131,5,Diesel,City,4,14.81
1824,181,5,Diesel,City,5,13.56
1528,71,4,Diesel,City,7,16.13
2347,180,4,Diesel,City,24,12
1060,128,5,Petrol,City,18,12
1331,148,3,Diesel,Highway,22,15.43
1351,224,3,Diesel,City,20,12
1524,87,3,Petrol,City,14,12
1508,210,6,Diesel,Highway,8,15.59
2181,225,4,Diesel,Highway,13,13.95
2170,242,6,Petrol,City,4,12
1876,166,6,Petrol,Highway,12,12
989,75,6,Petrol,City,3,12.76
2217,185,6,Diesel,City,5,12.79
1482,99,3,Diesel,Highway,4,20.04
855,87,4,Diesel,Highway,15,18.76
1308,187,4,Petrol,Highway,5,13.14
2438,91,6,Diesel,City,9,13.69
1049,86,4,Diesel,City,14,15.26
609,203,5,Diesel,Highway,16,15.8
1423,189,3,Petrol,City,3,12
1397,98,4,Petrol,City,15,12
1865,191,3,Petrol,Highway,18,12
1874,95,5,Petrol,Highway,18,12.08
1476,212,3,Diesel,City,14,12.46
1628,78,5,Diesel,City,25,12.58
1742,61,6,Diesel,Highway,7,19.02
1615,165,4,Petrol,Highway,20,12
2424,131,6,Diesel,Highway,6,16.42
973,93,4,Diesel,Highway,16,18.21
1688,243,6,Diesel,Highway,22,12.33
745,51,5,Diesel,City,19,15.19
823,236,4,Petrol,Highway,9,12.15
1862,66,6,Diesel,City,20,13.13
776,187,3,Petrol,City,1,12
2402,67,3,Diesel,City,18,13.37
1452,71,6,Petrol,City,21,12
1905,132,5,Petrol,Highway,14,12.01
662,107,6,Petrol,City,14,12
1840,102,3,Diesel,City,8,15.12
2477,50,4,Petrol,Highway,23,12
1426,110,4,Petrol,City,25,12
1394,208,6,Diesel,Highway,17,14.26
1288,80,4,Diesel,Highway,18,17.59
2084,115,3,Diesel,Highway,15,16.42
2233,196,4,Diesel,City,10,12.27
704,102,6,Petrol,City,20,12
1722,144,6,Petrol,City,16,12
1110,199,6,Diesel,City,7,13.56
984,72,3,Petrol,City,17,12
1004,192,5,Petrol,Highway,5,13.18
1422,203,4,Petrol,Highway,18,12
1117,180,6,Petrol,City,14,12
1075,136,5,Petrol,City,18,12
1308,197,6,Diesel,City,18,12
2486,174,6,Diesel,City,15,12
2268,158,3,Diesel,Highway,25,13.41
2493,89,3,Diesel,City,11,13.98
1370,170,5,Diesel,City,5,14.37
2060,88,6,Diesel,City,16,13.15
1646,169,4,Diesel,City,8,13.8
1596,249,4,Petrol,City,13,12
2188,67,4,Diesel,Highway,22,15.66
1276,218,5,Petrol,Highway,17,12
1313,247,3,Petrol,Highway,9,12
2081,204,5,Petrol,City,15,12
682,192,3,Petrol,City,7,12
1768,86,4,Petrol,Highway,18,12.53
1708,235,4,Diesel,Highway,14,14.19
1701,54,3,Petrol,City,8,12.22
1056,122,4,Diesel,City,2,16.56
600,184,5,Diesel,Highway,18,15.89
650,90,3,Diesel,Highway,4,21.8
1284,59,4,Petrol,Highway,24,12.56
1316,239,6,Petrol,Highway,23,12
2395,203,4,Diesel,City,2,13.01
2069,117,6,Diesel,Highway,10,16.59
1048,73,4,Diesel,Highway,6,20.78
1480,127,6,Diesel,City,11,13.95
1087,218,4,Diesel,Highway,20,14.33
2423,242,6,Petrol,City,10,12
633,194,3,Diesel,Highway,17,16.29
1971,158,3,Diesel,Highway,24,13.98
694,73,6,Diesel,City,8,16.59
1695,204,4,Diesel,Highway,6,16.31
2174,56,5,Petrol,City,16,12
753,122,5,Diesel,City,10,15.37
849,156,5,Diesel,Highway,23,15.23
1273,148,5,Petrol,City,19,12
1037,171,6,Diesel,City,25,12
717,61,3,Petrol,City,4,13.78
1370,134,3,Petrol,Highway,2,14.77
1929,52,5,Diesel,City,20,13.49
867,128,3,Diesel,Highway,2,20.75
1677,134,6,Petrol,City,12,12
835,59,5,Petrol,City,4,13.27
988,82,6,Diesel,City,16,14.61
1589,95,6,Diesel,City,2,15.89
2357,108,4,Petrol,City,16,12
1362,101,6,Diesel,City,15,13.95
2448,55,4,Petrol,Highway,14,12.82
1000,179,5,Diesel,Highway,11,16.8
1223,78,6,Diesel,Highway,15,17.82
1366,168,3,Petrol,City,24,12
1926,217,5,Petrol,Highway,6,12
1518,146,6,Diesel,City,24,12
1830,238,6,Petrol,Highway,16,12
1852,245,3,Diesel,City,1,13.14
1452,117,4,Diesel,Highway,25,15.09
1177,206,6,Petrol,Highway,11,12
674,239,6,Diesel,Highway,14,14.96
1034,109,3,Diesel,Highway,2,21
702,173,5,Petrol,City,24,12
2045,133,6,Petrol,City,16,12
2327,90,4,Petrol,City,4,12
1363,162,4,Diesel,Highway,14,16.37
1337,114,3,Petrol,City,16,12
1405,241,4,Diesel,City,15,12
1929,128,6,Petrol,Highway,2,13.52
697,112,4,Diesel,Highway,13,18.82
2473,225,6,Diesel,Highway,17,12.54
1397,197,3,Petrol,Highway,20,12
1958,167,4,Diesel,City,10,13.16
1458,86,6,Diesel,Highway,15,17.28
1034,113,5,Petrol,City,17,12
1046,135,6,Diesel,Highway,8,18.15
1931,182,6,Diesel,Highway,2,16.68
848,83,3,Diesel,Highway,24,17.13
765,88,6,Diesel,Highway,1,21.32
2104,116,3,Diesel,City,23,12.11
1583,111,6,Diesel,Highway,23,14.97
1958,137,6,Petrol,Highway,5,12.91
1619,201,6,Petrol,City,3,12
1141,180,3,Petrol,Highway,22,12
1358,158,6,Diesel,City,11,13.5
1729,248,3,Petrol,City,16,12
2186,138,5,Petrol,City,21,12
680,116,3,Diesel,Highway,9,19.9
732,128,5,Petrol,City,4,12.22
1396,227,3,Petrol,Highway,9,12
1499,78,3,Diesel,City,14,15.05
737,123,6,Petrol,City,10,12
783,81,4,Petrol,Highway,22,13.09
2024,136,4,Petrol,City,16,12
1953,88,6,Petrol,Highway,9,13.22
1384,186,5,Petrol,City,3,12
2131,150,6,Petrol,Highway,1,12.99
2475,191,4,Diesel,Highway,22,12.82
1583,117,3,Diesel,City,20,13.19
668,241,6,Petrol,City,11,12
1145,197,5,Petrol,Highway,20,12
2397,77,6,Petrol,City,20,12
652,63,4,Diesel,Highway,1,22.92
2073,221,3,Petrol,City,5,12
804,126,4,Diesel,Highway,9,19.14
725,165,4,Diesel,Highway,3,19.43
2370,216,4,Petrol,City,12,12
642,77,4,Diesel,Highway,18,18.67
2375,241,3,Petrol,Highway,2,12
710,138,4,Diesel,City,10,15.32
1360,81,5,Petrol,City,7,12
2286,186,5,Petrol,Highway,22,12
1806,205,4,Diesel,City,18,12
1447,144,5,Petrol,Highway,16,12.03
694,66,4,Diesel,Highway,13,20
1997,166,3,Petrol,City,1,12
2143,126,3,Diesel,City,7,14.38
1499,104,5,Petrol,City,11,12
959,59,5,Petrol,Highway,6,15.74
1499,129,4,Petrol,City,21,12
2319,183,6,Diesel,Highway,5,15.55
880,225,4,Diesel,City,10,13.26
1818,165,4,Petrol,Highway,3,13.23
2487,244,3,Petrol,Highway,15,12
1818,218,6,Petrol,City,12,12
1266,128,6,Diesel,Highway,5,18.56
692,109,4,Petrol,Highway,14,14.01
1271,91,3,Petrol,Highway,12,14.19
660,165,5,Petrol,City,22,12
1233,158,3,Diesel,Highway,11,17.5
1674,120,5,Petrol,City,23,12
2026,205,3,Petrol,Highway,23,12
2412,151,6,Diesel,Highway,13,14.79
1628,62,3,Petrol,City,10,12
2089,64,4,Diesel,Highway,10,18.31
1203,85,5,Diesel,Highway,24,16.07
1281,64,3,Diesel,Highway,21,17.57
2452,166,3,Diesel,City,14,12.19
1133,124,5,Diesel,City,20,13.19
2028,105,3,Petrol,City,16,12
1437,144,5,Petrol,Highway,12,12.61
2136,181,6,Petrol,City,23,12
1244,101,5,Petrol,Highway,18,12.69
832,187,5,Petrol,Highway,24,12
1123,222,6,Petrol,Highway,4,12.39
945,133,3,Petrol,City,10,12
1669,78,3,Petrol,City,1,12.79
1145,102,6,Diesel,City,18,13.7
1701,206,4,Petrol,Highway,15,12
2353,200,5,Petrol,City,17,12
2436,234,3,Diesel,City,21,12
1696,227,3,Petrol,Highway,1,12.61
1393,70,5,Diesel,City,14,14.89
848,161,5,Petrol,City,12,12
646,220,5,Petrol,City,25,12
1744,187,4,Diesel,City,11,12.88
813,125,6,Petrol,City,20,12
838,79,4,Diesel,City,19,14.77
1679,174,4,Diesel,Highway,25,13.63
949,100,5,Diesel,Highway,4,20.34
706,210,6,Petrol,Highway,17,12
1430,195,3,Diesel,City,18,12.25
647,127,5,Diesel,City,4,16.43
2196,71,6,Petrol,Highway,1,14.37
936,113,3,Diesel,Highway,6,20.2
1649,70,4,Diesel,City,7,15.98
1403,178,6,Petrol,City,1,12
1880,156,4,Petrol,City,6,12
607,165,4,Petrol,City,3,12.02
1224,173,6,Diesel,City,23,12
2490,192,3,Diesel,City,16,12
1876,85,6,Petrol,Highway,2,14.4
2315,96,3,Diesel,Highway,2,19
1318,231,5,Diesel,City,11,12.31
902,81,5,Petrol,Highway,20,13.09
1238,235,5,Petrol,Highway,11,12
655,223,4,Petrol,City,8,12
1325,103,5,Diesel,Highway,19,16.54
1125,210,4,Petrol,City,24,12
1073,216,3,Diesel,City,23,12
627,72,6,Petrol,Highway,21,13.18
677,220,6,Diesel,Highway,15,15.24
1839,232,4,Petrol,Highway,20,12
2009,51,4,Diesel,City,14,14.64
964,243,4,Diesel,City,18,12
1265,215,3,Diesel,City,25,12
1125,206,3,Diesel,City,20,12.07
1298,159,5,Diesel,Highway,5,17.99
1935,173,5,Diesel,Highway,2,17.16
1482,116,6,Diesel,Highway,2,19.09
1630,120,5,Petrol,City,2,12
1626,213,3,Diesel,City,2,13.99
2246,78,3,Diesel,Highway,9,18.18
1518,168,3,Diesel,City,12,13.58
1349,214,3,Diesel,City,21,12
962,162,6,Diesel,Highway,22,14.91
2374,94,6,Petrol,Highway,20,12
2131,65,3,Petrol,City,18,12
1897,80,4,Petrol,City,3,12.06
2129,211,5,Diesel,Highway,19,13.14
1405,99,6,Diesel,City,16,13.77
1338,242,4,Diesel,Highway,11,15.01
1638,171,5,Petrol,Highway,24,12
1815,239,4,Petrol,Highway,24,12
2254,220,3,Petrol,City,15,12
1084,233,5,Diesel,Highway,22,13.44
627,64,4,Diesel,Highway,11,20.62
1313,225,6,Diesel,Highway,10,15.16
1662,98,6,Diesel,Highway,24,14.92
1896,221,6,Petrol,City,19,12
1854,59,5,Petrol,Highway,23,12
685,69,3,Petrol,Highway,5,16.58
2097,119,3,Petrol,Highway,14,12.38
725,57,5,Petrol,City,9,12.73
1411,222,5,Diesel,City,25,12
1136,83,3,Petrol,Highway,21,13.02
744,228,6,Diesel,Highway,6,16.55
2148,53,3,Diesel,Highway,1,20.62
1835,157,3,Petrol,Highway,12,12.31
624,216,4,Petrol,City,14,12
2203,73,6,Diesel,Highway,4,18.52
2017,104,5,Diesel,City,15,13.29
666,75,3,Diesel,Highway,17,19.19
832,74,6,Diesel,City,20,14.24
708,85,5,Petrol,City,12,12
1769,120,4,Diesel,City,1,15.74
710,235,4,Petrol,City,13,12
827,61,6,Petrol,City,10,12.23
710,178,3,Petrol,City,4,12
2093,165,5,Petrol,Highway,6,12.3
633,227,6,Diesel,City,9,13.23
1222,202,4,Diesel,City,18,12.16
2399,182,5,Petrol,Highway,2,12.15
1992,132,5,Diesel,City,6,14.18
1347,245,3,Petrol,Highway,11,12
1194,55,4,Petrol,City,13,12
2177,75,4,Diesel,City,6,15.27
1024,162,4,Diesel,City,12,14.09
1212,152,5,Diesel,Highway,19,15.61
2141,169,4,Diesel,City,18,12
1291,232,6,Petrol,City,19,12
1905,216,4,Petrol,Highway,12,12
1943,58,5,Petrol,City,20,12
2361,94,4,Diesel,City,13,13.54
2066,63,4,Diesel,City,20,13.34
914,161,5,Petrol,Highway,23,12
1476,104,4,Diesel,City,4,16.02
2364,186,3,Petrol,City,22,12
2000,64,5,Petrol,City,6,12
1912,86,4,Petrol,City,13,12
2060,227,3,Diesel,Highway,10,14.77
1261,176,6,Diesel,City,3,14.45
876,166,5,Petrol,City,9,12
2333,133,4,Diesel,Highway,15,15.41
2205,121,5,Diesel,City,5,14.26
2126,145,3,Diesel,Highway,25,13.85
1223,160,5,Petrol,Highway,22,12
1115,198,6,Diesel,Highway,22,13.94
1973,234,4,Diesel,Highway,9,14.67
1442,154,6,Diesel,City,15,12.87
2069,196,3,Petrol,City,13,12
2453,107,5,Petrol,City,21,12
949,144,4,Petrol,City,3,12.03
2230,167,4,Diesel,Highway,19,14.13
2287,55,3,Petrol,City,2,12.3
1422,53,3,Diesel,Highway,18,18.26
1760,92,5,Petrol,City,14,12
1358,142,4,Diesel,City,22,12.49
1498,91,3,Petrol,Highway,24,12.01
842,52,4,Petrol,City,13,12.31
1142,178,5,Diesel,City,24,12
1663,232,6,Petrol,Highway,8,12
828,64,3,Diesel,City,10,17
1147,96,5,Diesel,City,23,13.17
1519,134,6,Diesel,City,2,15.16
1846,223,5,Diesel,Highway,10,14.72
605,107,3,Diesel,City,2,17.83
1945,248,5,Diesel,Highway,23,12
1067,88,4,Petrol,Highway,4,15.58
2355,180,3,Petrol,City,22,12
674,207,4,Petrol,City,9,12
603,84,5,Petrol,Highway,21,13.2
2470,234,3,Petrol,City,10,12
1245,206,4,Petrol,City,4,12
717,227,4,Diesel,Highway,3,17.68
1480,239,4,Diesel,City,7,12.71
2229,101,6,Diesel,City,23,12
1103,167,4,Petrol,Highway,23,12
1546,63,4,Diesel,Highway,16,17.99
1173,212,5,Diesel,City,5,13.72
2064,205,5,Diesel,City,13,12
793,235,5,Diesel,Highway,10,15.85
1446,79,5,Petrol,City,24,12
1314,139,6,Diesel,Highway,2,18.77
2015,184,5,Diesel,City,16,12
1649,216,5,Diesel,City,20,12
2058,144,5,Petrol,Highway,1,13.4
772,118,4,Petrol,City,6,12.28
1923,212,6,Diesel,Highway,22,12.69
2268,176,5,Diesel,City,19,12
925,101,4,Petrol,City,1,13.06
2033,191,3,Petrol,Highway,5,12.4
1741,112,6,Diesel,Highway,12,16.84
1435,85,5,Petrol,Highway,17,12.89
2410,140,4,Petrol,Highway,19,12
1323,201,3,Petrol,City,8,12
824,217,3,Diesel,Highway,10,16.77
1131,206,4,Petrol,Highway,25,12
712,102,4,Petrol,Highway,3,15.93
739,158,6,Diesel,Highway,9,17.83
1158,199,4,Diesel,City,7,13.93
600,121,5,Diesel,Highway,24,16.12
689,64,3,Petrol,Highway,6,16.5
1253,162,5,Petrol,City,15,12
919,118,5,Diesel,City,13,14.73
2173,165,5,Diesel,Highway,14,14.9
2428,241,3,Diesel,City,5,12.02
738,53,3,Diesel,City,24,14.67
2134,124,3,Diesel,Highway,2,18.62
2491,195,4,Petrol,Highway,7,12
1444,91,5,Petrol,Highway,1,15.25
858,79,6,Diesel,Highway,16,18.16
2296,192,4,Petrol,Highway,7,12
1501,119,4,Diesel,City,15,13.87
1289,232,6,Petrol,Highway,6,12
609,230,5,Petrol,City,20,12
860,65,6,Diesel,City,19,14.55
2273,160,3,Diesel,City,9,13.24
771,153,5,Diesel,Highway,22,15.6
1497,250,4,Diesel,City,6,12.59
612,156,3,Petrol,Highway,17,12.95
1791,172,3,Petrol,Highway,5,13.05
2265,211,4,Diesel,Highway,15,13.82
2219,76,6,Petrol,City,7,12
920,62,3,Diesel,City,14,16.16
1942,204,3,Diesel,City,20,12
2236,122,5,Diesel,Highway,18,15
928,246,5,Diesel,City,25,12
1384,135,4,Diesel,City,22,12.58
1376,80,4,Petrol,Highway,25,12
1510,52,4,Petrol,Highway,24,12.42
2173,79,6,Petrol,Highway,17,12
2042,198,3,Diesel,City,18,12
2229,148,4,Diesel,Highway,2,17.57
1718,183,5,Petrol,City,18,12
2440,209,3,Petrol,Highway,14,12
2204,219,4,Diesel,City,4,12.66
917,239,3,Petrol,City,7,12
835,209,3,Diesel,City,7,14.32
933,148,3,Diesel,City,1,16.55
975,135,4,Diesel,Highway,8,18.83
2082,216,3,Petrol,City,20,12
1760,113,3,Diesel,City,24,12.4
1187,167,3,Diesel,Highway,10,17.54
2170,207,5,Petrol,Highway,9,12
1112,240,4,Diesel,Highway,7,16.05
1919,163,6,Diesel,City,3,13.88
1943,208,5,Petrol,City,12,12
1517,136,3,Petrol,Highway,3,14.39
2195,89,3,Diesel,Highway,5,18.81
2455,210,6,Petrol,Highway,7,12
1972,240,6,Petrol,City,12,12
2463,74,5,Diesel,City,23,12
2402,213,3,Diesel,Highway,25,12.18
1472,201,6,Diesel,City,17,12
1852,144,5,Diesel,City,14,12.92
869,235,6,Diesel,Highway,3,16.71
2451,216,3,Diesel,City,1,13.01
1397,95,3,Petrol,City,22,12
1914,187,3,Diesel,Highway,23,13.64
1324,81,3,Petrol,Highway,18,13.33
1788,146,4,Petrol,Highway,14,12.09
604,213,4,Diesel,Highway,25,14.11
1450,205,4,Petrol,Highway,13,12
2002,193,5,Diesel,City,12,12.13
677,65,5,Petrol,City,5,13.21
2033,67,6,Petrol,City,3,12
1173,185,6,Petrol,Highway,14,12
731,124,5,Petrol,Highway,7,14.57
1200,247,6,Petrol,City,7,12
2372,50,5,Petrol,City,17,12
1665,239,4,Diesel,Highway,6,15.47
688,174,5,Petrol,Highway,15,12.45
1001,87,5,Diesel,City,19,14.2
895,94,6,Diesel,City,15,14.67
2463,235,6,Petrol,City,7,12
1918,130,5,Petrol,Highway,5,13.29
1215,178,3,Petrol,City,15,12
2149,81,6,Diesel,City,20,12.54
1399,185,5,Petrol,Highway,13,12
2314,167,6,Diesel,City,7,12.74
2260,89,3,Petrol,Highway,13,12.84
1021,233,6,Petrol,City,13,12
2488,240,5,Diesel,Highway,13,13.01
1646,123,5,Petrol,Highway,23,12
1174,160,3,Diesel,Highway,8,18.13
742,152,5,Petrol,Highway,5,14.3
1592,152,3,Petrol,Highway,4,13.83
1264,123,5,Petrol,City,17,12
744,213,5,Petrol,Highway,20,12
1848,163,6,Petrol,City,14,12
1606,172,6,Diesel,Highway,11,15.84
1102,106,3,Diesel,City,10,15.72
1420,123,6,Diesel,City,1,15.69
2239,132,4,Diesel,City,7,13.91
703,222,3,Diesel,Highway,6,17.56
1662,128,4,Petrol,City,7,12
